index,class,tweet,clean_tweet
491,1,"""I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""&#128514;",i know that shit eatin grin you either just fucked the girl of your dreams or you sold a car we know you re a faggot what d you sell 128514
492,1,"""I only be with older men cause they're more mature""

That supposed to fool us bitch?",i only be with older men cause they re more mature that supposed to fool us bitch
493,1,"""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand.""",i prolly leave up out this bitch with my cups in my hand and yo hand in my other hand
494,1,"""I said i don't like it, it tastes like wolf pussy"" 
""what? How do you even know what that tastes like""",i said i don t like it it tastes like wolf pussy what how do you even know what that tastes like
495,1,"""I taught myself how to eat pussy, and cut my own hair""
""I taught myself how to eat pussy hair""&#128514;
Name the movie &#128514;",i taught myself how to eat pussy and cut my own hair i taught myself how to eat pussy hair 128514 name the movie 128514
496,1,"""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET.""",i used to dress up like a cop too oh really yeah right after 9 11 mad pussy really yes i ll never forget
497,1,"""I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike""- @YG",i went to jail for a flock amp came home wit a strike you went to jail as a bitch came home as a dike
498,1,"""I will fuck u where u stand"". ""U dizzy bitch"". Two unique &amp; separate phrases I overheard a relative saying when I was younger.",i will fuck u where u stand u dizzy bitch two unique amp separate phrases i overheard a relative saying when i was younger
499,1,"""I woke up like thi-"" bitch go back to bed",i woke up like thi bitch go back to bed
500,1,"""I would rather you call me bitch than sir"" -my manager",i would rather you call me bitch than sir my manager
501,1,"""I'll beat on that pussy so hard""",i ll beat on that pussy so hard
502,2,"""I'll slit your throat-neck"" http://t.co/ChFFSDeDdd",i ll slit your throat neck
503,1,"""I'm a funky ass honkey."" - @jtimberlake 's shout out to @macklemore tonight before ""Cabaret"" &#128514; #JT2020Tour",i m a funky ass honkey s shout out to tonight before cabaret 128514 jt2020tour
504,1,"""I'm comparing KFC to the pussy"" @MaxOn_MaxOff5",i m comparing kfc to the pussy maxoff5
505,1,"""I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it!"" -Axl Rose yelling at his sex robot",i m downloading you a new personality and ordering you a new face you bitch i love you goddamn it axl rose yelling at his sex robot
506,1,"""I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em""",i m feelin like malcolm in the middle these bitches surround me they can t miss em
507,1,"""I'm gonna piss on your dimple @SoNi99a_: Stop wasting prayers on trash teams lol""",i m gonna piss on your dimple stop wasting prayers on trash teams lol
508,1,"""I'm probably your main bitch chocolate dipped cinnamon apple""",i m probably your main bitch chocolate dipped cinnamon apple
509,1,"""I'm sick of his shit man @JonnieSantana: Sit his bitch ass, I'm fed up bro RT ""@80sbaby4life: Geno threw yet another pick smh""""",i m sick of his shit man sit his bitch ass i m fed up bro rt geno threw yet another pick smh
510,1,"""I'm sorry I fucked yo bitch... But she really dig a nigga"" @KingL",i m sorry i fucked yo bitch but she really dig a nigga
511,1,"""IBS"" irritable bitch syndrome.",ibs irritable bitch syndrome
513,1,"""If you love her then hide yo bitch so you'll keep shorty.""
@wizkhalifa",if you love her then hide yo bitch so you ll keep shorty
514,1,"""If you talk back to me you ain't getting no pussy.""
Me: http://t.co/vgnwcFgvSJ",if you talk back to me you ain t getting no pussy me
515,1,"""If you're a bad bitch put your hands up high"" 
Every girl in the room starts waving there hands around.",if you re a bad bitch put your hands up high every girl in the room starts waving there hands around
516,1,"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha #50centmovie #beforeiselfdestruct",imma tie that bitch up in the basement and donkey fuck her ass for two weeks straight hahahahahahahahaha 50centmovie beforeiselfdestruct
517,1,"""In My Mind""
Gotta be the dumb hoe anthem...",in my mind gotta be the dumb hoe anthem
518,2,"""Is that an albino Mexican?""
""No dad, he's Asian.""",is that an albino mexican no dad he s asian
519,1,"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry",it takes a true directioner to accept larry you know what bitch its fans like you that make the boys cry thankyoupaulforconfirminglarry
520,1,"""It's allegations, were u in the bedroom? Did u see it?"" Words of a naive &amp; blind bitch. We know ur husband cheated on u. Ramona is dumb!!!",it s allegations were u in the bedroom did u see it words of a naive amp blind bitch we know ur husband cheated on u ramona is dumb
521,1,"""It's never too late to tag a bitch.""- @CyFyre",it s never too late to tag a bitch
522,1,"""It's the dykes"" -hunter dyke with a dyke http://t.co/LGtw3AWMeh",it s the dykes hunter dyke with a dyke
523,1,"""Julia Roberts, you're a ho"" @LaurenGardner8 #NottingHill",julia roberts you re a ho nottinghill
524,2,"""Just follow the yellow brick twitter.""",just follow the yellow brick twitter
525,1,"""LMFAOOOOOOOOOOOOOOOOOO @bb_brooks: If your pussy is good but my mama don&#8217;t like you? Guess who gotta go&#8230;&#8230;&#8230;..my mama.""",lmfaoooooooooooooooooo brooks if your pussy is good but my mama don 8217 t like you guess who gotta go 8230 8230 8230 my mama
526,2,"""LOL, cripple!"" - Wendy Davis. RT @MailOnline: Scientists create remote-controlled chick to study shy penguins http://t.co/mT3B09Slod",lol cripple wendy davis rt scientists create remote controlled chick to study shy penguins
527,1,"""Let's do nips ahoy and spank me maybe""",let s do nips ahoy and spank me maybe
528,0,"""Let's kill cracker babies!"". WTF did I just hear???????? WOW.",let s kill cracker babies wtf did i just hear wow
529,1,"""Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?""",like correct me if i m wrong but doesn t pimpin involve smackin bitches for money
530,1,"""Lmao @BlackBeauty515: &#128514;&#128514; RT @80sbaby4life: Pound cake look like pussy &#128514; http://t.co/UFYwCC9xCI""",lmao 128514 128514 rt pound cake look like pussy 128514
531,1,"""Lmao @SWILLA_LO: The d.rose adidas are lighter than my phone .... Shit is retarded""",lmao lo the d rose adidas are lighter than my phone shit is retarded
532,2,"""Mam, Ren&#233;e doet in haar rol net of ze ongesteld is Wat is ongesteld?"" Van dat soort vragen waar je denkt: hoe leg ik die weer uit.",mam ren 233 e doet in haar rol net of ze ongesteld is wat is ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit
533,1,"""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum."" &#128514;&#128514;&#128514;",maybe she wants to be more than your friend or maybe she s a stupid bitch you never know until you make her cum 128514 128514 128514
534,2,"""Mine plays DMX and kirk Franklin smh @_justcallmeBRIT: Well my neighbors are ghetto . They get up at like 5am and beat their kids.""",mine plays dmx and kirk franklin smh justcallmebrit well my neighbors are ghetto they get up at like 5am and beat their kids
535,0,"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" &#128563;",my grandma used to call me a porch monkey all the time come to think of it she did refer to a broken bottle as a nigger knife 128563
536,1,"""My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch!!!!!!""",my momma told me to tell you to mind yoooo damn motha fuckin business you 2 2 not knowin what it is bitch
537,1,"""My nips are freeeeezing...and that's not okay because they're slicing through my bra....""
&#128514;",my nips are freeeeezing and that s not okay because they re slicing through my bra 128514
538,1,"""My twitter was hacked"" = I'm too pussy to admit that I said it and now I want to act like I never said it.",my twitter was hacked i m too pussy to admit that i said it and now i want to act like i never said it
539,1,"""Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job"" you in the back like ""damn bitch really""",nah girl i ain t gon be able to make it it s been tight since russ loss his job you in the back like damn bitch really
540,0,"""Nah its You @NoMeek_JustMilz: &#128514;&#128514;&#128514;&#128514; yo i thought some1 photoshopped my face on that faggot smmfh...i hate yall"" http://t.co/5e2fkQ3Q2T",nah its you justmilz 128514 128514 128514 128514 yo i thought some1 photoshopped my face on that faggot smmfh i hate yall
541,1,"""New Flame"" the song of the yr lol that bitch SUPER run like",new flame the song of the yr lol that bitch super run like
542,1,"""Niggas always yelling ""Fuck bitches, Get money"" meanwhile they're broke and still want the bitches&#8230;.""",niggas always yelling fuck bitches get money meanwhile they re broke and still want the bitches 8230
543,1,"""Niggas be pressed for pussy, Eeeeeen nothin""",niggas be pressed for pussy eeeeeen nothin
544,1,"""No bitches "" - nan",no bitches nan
545,1,"""No boats and hoes please thanks"" - Mom",no boats and hoes please thanks mom
546,2,"""OVO"" &#8220;@Allthingsfresh3: &amp; kendrick lamar still trash&#8221;",ovo 8220 amp kendrick lamar still trash 8221
547,1,"""On top of that, she just a pregnant ass sorry hoe. Aint never got no money. Even her water broke."" - @TallTrappin88 #RIPTALLT",on top of that she just a pregnant ass sorry hoe aint never got no money even her water broke riptallt
548,2,"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game.",only a couple of red sox have gotten past first base i m dying laughing maybe the yanks need to teach them some game
549,0,"""Our people"". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum. 1488",our people now is the time for the aryan race 2 stand up and say no more before the mongerls turn the world into a ghetto slum 1488
550,1,"""Pistol whip my Dickau, shoot yo bitch club up.""

Sometimes freestyles be freestyles. And I'm okay with that.",pistol whip my dickau shoot yo bitch club up sometimes freestyles be freestyles and i m okay with that
551,1,"""RT it for me. Please and thanks @BmorePocahontas: Did a pierced pussy just come across my timeline &#128528;""",rt it for me please and thanks did a pierced pussy just come across my timeline 128528
552,1,"""Remy Machiavelli send shots to ya belly"" &#128553; my bitch &#9994;",remy machiavelli send shots to ya belly 128553 my bitch 9994
553,1,"""Roberto you are one nasty hoe""",roberto you are one nasty hoe
554,1,"""SORRY JB FAN&#65292;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a fucking bitch!",sorry jb fan 65292 really justin come back that is the top comment on a justin timberlake video with 10 million views son of a fucking bitch
555,1,"""Searching"" the incredible story of 1 white man's quest to find the ingredients necessary to make Caribbean Jerked Chicken in redneck land",searching the incredible story of 1 white man s quest to find the ingredients necessary to make caribbean jerked chicken in redneck land
556,1,"""Selling my soul for material wishes: fast cars and bitches"" #Tupac #smile #remix",selling my soul for material wishes fast cars and bitches tupac smile remix
557,1,"""Shake that Bear ... aka two rednecks having sex on a dead bear""",shake that bear aka two rednecks having sex on a dead bear
558,1,"""Shall I compare thee to a summer&#8217;s day? No, a summer&#8217;s day is not a bitch.""",shall i compare thee to a summer 8217 s day no a summer 8217 s day is not a bitch
559,1,"""She gotta shape up her pussy lips tho @PostPrettyPussy: Whole wheat organic pussy http://t.co/kq0R0A7z2g""",she gotta shape up her pussy lips tho whole wheat organic pussy
560,1,"""She said wigga man you rich...take the du-rag off"" http://t.co/jb7J3zSbam",she said wigga man you rich take the du rag off
561,1,"""She was a bitch anyway""",she was a bitch anyway
562,1,"""She's from Florida so you've got to do the sniff test in those swamp pussies"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",she s from florida so you ve got to do the sniff test in those swamp pussies 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128514 128553 128514 128514 128514 128514 128514 128514 128514 128514 128514
563,1,"""Slow the fuck down, bitch, I know where you live!""

Classy young lady.",slow the fuck down bitch i know where you live classy young lady
564,1,"""So he's a good football player...but he still acts like a nig""",so he s a good football player but he still acts like a nig
565,1,"""Stop being a pussy, son, and shove that needle into your own heart!"" #afterearth",stop being a pussy son and shove that needle into your own heart afterearth
